Name,Iteration_Count,Error_Final,Duration,Error_Initial,Model Flag,Duration_Log
instance_0000005064_info_o.npy,20.0,1.3310804978228806e-17,0.780005931854248,0.004167840230303254,o,-0.2484537543860734
instance_0000005076_info_o.npy,19.0,7.55837128692522e-18,0.6816494464874268,0.002407920818759135,o,-0.3832397613690668
instance_0000005013_info_o.npy,20.0,9.71741181309775e-18,0.7286396026611328,0.002737366383822976,o,-0.3165760414226597
instance_0000005053_info_o.npy,20.0,1.2847992768324311e-17,0.8430066108703613,0.00409892668921352,o,-0.17078047893468257
instance_0000005026_info_o.npy,19.0,4.189478486004745e-18,0.7536699771881104,0.001136496284801793,o,-0.28280070282804043
instance_0000005029_info_o.npy,20.0,9.279792880206334e-18,1.475999116897583,0.0027889356217552135,o,0.38933512787023117
instance_0000005062_info_o.npy,19.0,2.686240484471639e-18,0.7520034313201904,0.0007671715595628826,o,-0.2850143921169222
instance_0000005082_info_o.npy,19.0,1.6244904995518535e-17,0.702669620513916,0.0058482930073006645,o,-0.3528684542303969
instance_0000005023_info_o.npy,20.0,3.885039581600063e-18,0.6730003356933594,0.0010897266606159828,o,-0.39600945053610814
instance_0000005086_info_o.npy,20.0,9.450182689245248e-18,0.6909942626953125,0.002789845073120309,o,-0.3696237581500761
instance_0000005092_info_o.npy,19.0,1.568184399563295e-17,0.7036802768707275,0.005631649267780685,o,-0.3514311781546887
instance_0000005031_info_o.npy,21.0,5.282457708597008e-18,0.8639867305755615,0.001562409937158485,o,-0.14619786842615584
instance_0000005096_info_o.npy,20.0,1.0053086755388221e-17,0.7426440715789795,0.0034211687608783742,o,-0.29753839133118737
instance_0000005097_info_o.npy,19.0,8.846739391341455e-18,0.7586760520935059,0.0025549203451547867,o,-0.276180401531284
instance_0000005067_info_o.npy,20.0,5.072613697068851e-18,0.8260021209716797,0.001498316621974098,o,-0.1911579377021316
instance_0000005047_info_o.npy,20.0,3.3140694618419427e-18,0.855999231338501,0.0008761967827315263,o,-0.15548580080983904
instance_0000005030_info_o.npy,20.0,8.313575133501792e-18,1.2539417743682861,0.0025702395087685735,o,0.22629200920951703
instance_0000005044_info_o.npy,20.0,1.4602224149714976e-17,0.760991096496582,0.005258741499957908,o,-0.27313362093057303
instance_0000005032_info_o.npy,19.0,2.194433442802602e-17,0.7649900913238525,0.008212311076534235,o,-0.2678923977573256
instance_0000005054_info_o.npy,19.0,8.697831249287242e-18,0.7559936046600342,0.002446904202818687,o,-0.2797223622827846
instance_0000005019_info_o.npy,19.0,2.05786371413734e-17,0.6452860832214355,0.008064248614114377,o,-0.4380615206429058
instance_0000005034_info_o.npy,20.0,4.774344805840411e-18,0.75699782371521,0.0013172842536426101,o,-0.27839490042965304
instance_0000005057_info_o.npy,19.0,9.634655554691406e-18,0.8689970970153809,0.003065243655427905,o,-0.14041549432602926
instance_0000005005_info_o.npy,19.0,5.364212941235464e-18,0.6609883308410645,0.001512316859202653,o,-0.41401909308194734
instance_0000005008_info_o.npy,20.0,4.0397586872366375e-18,0.7220005989074707,0.0011312479853869465,o,-0.3257293105779226
instance_0000005058_info_o.npy,19.0,1.1547257724080264e-17,0.8169996738433838,0.003958063372265927,o,-0.2021165833347184
instance_0000005014_info_o.npy,19.0,3.708925363360135e-18,0.7120006084442139,0.0010005604925164932,o,-0.3396765130140463
instance_0000005077_info_o.npy,21.0,4.5245620082652376e-18,0.7570013999938965,0.0012947504529907863,o,-0.278390176148913
instance_0000005074_info_o.npy,20.0,7.29798090597948e-18,0.7388358116149902,0.0019419880237093012,o,-0.3026795591531596
instance_0000005085_info_o.npy,19.0,5.932129031924309e-18,0.7374286651611328,0.0015875657994540227,o,-0.3045859206515901
instance_0000005006_info_o.npy,19.0,1.779299465881242e-17,0.6869909763336182,0.0063404727794091915,o,-0.37543412173161417
instance_0000005038_info_o.npy,19.0,5.9748056941456426e-18,0.7049846649169922,0.001606308319460547,o,-0.3495792282972354
instance_0000005091_info_o.npy,20.0,1.4756314494450634e-17,0.7449924945831299,0.004729341223915614,o,-0.29438113503838503
instance_0000005024_info_o.npy,20.0,1.4938970500714015e-17,0.764662504196167,0.0053343221396341635,o,-0.2683207134855545
instance_0000005052_info_o.npy,19.0,3.626791035564183e-18,0.742997407913208,0.000950073755135825,o,-0.29706272294716857
instance_0000005050_info_o.npy,19.0,6.417442979379138e-18,0.7639999389648438,0.0018933580395150953,o,-0.2691875697045677
instance_0000005037_info_o.npy,20.0,6.753599143463578e-18,0.7999942302703857,0.0019541369394244874,o,-0.22315076350223534
instance_0000005004_info_o.npy,20.0,1.9925734946206193e-17,0.7326514720916748,0.006721228615763851,o,-0.3110851716301088
instance_0000005049_info_o.npy,19.0,1.0422062771879816e-17,0.7549915313720703,0.0032015601870457456,o,-0.281048746521755
instance_0000005068_info_o.npy,20.0,4.559116217156656e-18,0.7459909915924072,0.0012007994566145055,o,-0.29304175446468217
instance_0000005089_info_o.npy,19.0,1.2660401557261095e-17,0.7217888832092285,0.00389334764004236,o,-0.32602258837552683
instance_0000005095_info_o.npy,20.0,2.4554686384886535e-18,0.8010034561157227,0.0007301801480379173,o,-0.22189001717187204
instance_0000005003_info_o.npy,19.0,1.4883158490336263e-17,0.6562986373901367,0.004910988347841147,o,-0.42113935370431554
instance_0000005010_info_o.npy,19.0,9.746239238374042e-18,0.7350001335144043,0.003317700796346618,o,-0.30788459811706614
instance_0000005088_info_o.npy,19.0,1.2466119318182322e-17,0.6479904651641846,0.004327786995739554,o,-0.43387929699091965
instance_0000005018_info_o.npy,19.0,9.20891137463381e-18,0.7527163028717041,0.0026984844219123936,o,-0.2840668779870166
instance_0000005048_info_o.npy,20.0,1.5904090214864593e-17,0.7389907836914062,0.005207106761910919,o,-0.3024698294359163
instance_0000005072_info_o.npy,20.0,3.138055737833776e-18,0.6766612529754639,0.0008598662425728302,o,-0.3905844961752893
instance_0000005059_info_o.npy,20.0,4.4561956134210305e-18,0.8779985904693604,0.0012664249728625394,o,-0.1301102907362813
instance_0000005040_info_o.npy,19.0,1.0509740601626183e-17,0.7200047969818115,0.003413363118032974,o,-0.328497404519492
